CSZ_LNK_KEY,P_YYYYMM,ENTR_NO,CUST_NO,BILL_ACNT_NO,PROD_NO,AG10_AGJU_ID,CUST_AGE,SEX_DIVS_CD,SEX_DIVS_NM,PP_CD,PP_NM,ENTR_STUS_CD,ENTR_STUS_NM,RMNG_NATN_NM,DPTR_DT,HMCML_DT,ABRD_STAY_DAYS,SPPS_CD,SPPS_NM,SPPS_ENTR_STUS_CD,SPPS_ENTR_STUS_NM,SPPS_FRST_ENTR_DT,SPPS_STRT_DT,SPPS_END_DT,RTNG_STRT_DT,RTNG_END_DT,PP_USE_DAYS,MERT_USE_DAYS,DATA_USAG,RMNG_LTTR_CNT,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
310311,202609,ENTR-ROAMING-BASELINE-0311,310311,BILL-310311,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,131000000,1,2026-09-07T21:00:00,synthetic-seeder
310304,202609,ENTR-ROAMING-BASELINE-0304,310304,BILL-310304,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,124000000,1,2026-09-07T21:00:00,synthetic-seeder
310303,202609,ENTR-ROAMING-BASELINE-0303,310303,BILL-310303,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260907,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260907,20260907,99991231,20260907,,1,0,123000000,1,2026-09-07T21:00:00,synthetic-seeder
310411,202609,ENTR-ROAMING-BASELINE-0411,310411,BILL-310411,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,131000000,1,2026-09-08T21:00:00,synthetic-seeder
310404,202609,ENTR-ROAMING-BASELINE-0404,310404,BILL-310404,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,124000000,1,2026-09-08T21:00:00,synthetic-seeder
310418,202609,ENTR-ROAMING-BASELINE-0418,310418,BILL-310418,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,138000000,1,2026-09-08T21:00:00,synthetic-seeder
310403,202609,ENTR-ROAMING-BASELINE-0403,310403,BILL-310403,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,123000000,1,2026-09-08T21:00:00,synthetic-seeder
310408,202609,ENTR-ROAMING-BASELINE-0408,310408,BILL-310408,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,128000000,1,2026-09-08T21:00:00,synthetic-seeder
310410,202609,ENTR-ROAMING-BASELINE-0410,310410,BILL-310410,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,,,0,0,0,0,2026-09-08T21:00:00,synthetic-seeder
310417,202609,ENTR-ROAMING-BASELINE-0417,310417,BILL-310417,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,137000000,1,2026-09-08T21:00:00,synthetic-seeder
310415,202609,ENTR-ROAMING-BASELINE-0415,310415,BILL-310415,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,,,0,0,0,0,2026-09-08T21:00:00,synthetic-seeder
310406,202609,ENTR-ROAMING-BASELINE-0406,310406,BILL-310406,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,126000000,1,2026-09-08T21:00:00,synthetic-seeder
310416,202609,ENTR-ROAMING-BASELINE-0416,310416,BILL-310416,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,136000000,1,2026-09-08T21:00:00,synthetic-seeder
310414,202609,ENTR-ROAMING-BASELINE-0414,310414,BILL-310414,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,134000000,1,2026-09-08T21:00:00,synthetic-seeder
310419,202609,ENTR-ROAMING-BASELINE-0419,310419,BILL-310419,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,139000000,1,2026-09-08T21:00:00,synthetic-seeder
310402,202609,ENTR-ROAMING-BASELINE-0402,310402,BILL-310402,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,122000000,1,2026-09-08T21:00:00,synthetic-seeder
310409,202609,ENTR-ROAMING-BASELINE-0409,310409,BILL-310409,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,129000000,1,2026-09-08T21:00:00,synthetic-seeder
310405,202609,ENTR-ROAMING-BASELINE-0405,310405,BILL-310405,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,,,0,0,0,0,2026-09-08T21:00:00,synthetic-seeder
310420,202609,ENTR-ROAMING-BASELINE-0420,310420,BILL-310420,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,,,0,0,0,0,2026-09-08T21:00:00,synthetic-seeder
310413,202609,ENTR-ROAMING-BASELINE-0413,310413,BILL-310413,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,133000000,1,2026-09-08T21:00:00,synthetic-seeder
310407,202609,ENTR-ROAMING-BASELINE-0407,310407,BILL-310407,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,127000000,1,2026-09-08T21:00:00,synthetic-seeder
310412,202609,ENTR-ROAMING-BASELINE-0412,310412,BILL-310412,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,132000000,1,2026-09-08T21:00:00,synthetic-seeder
310401,202609,ENTR-ROAMING-BASELINE-0401,310401,BILL-310401,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260908,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260908,20260908,99991231,20260908,,1,0,121000000,1,2026-09-08T21:00:00,synthetic-seeder
310516,202609,ENTR-ROAMING-BASELINE-0516,310516,BILL-310516,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,136000000,1,2026-09-09T21:00:00,synthetic-seeder
310517,202609,ENTR-ROAMING-BASELINE-0517,310517,BILL-310517,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,137000000,1,2026-09-09T21:00:00,synthetic-seeder
310503,202609,ENTR-ROAMING-BASELINE-0503,310503,BILL-310503,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,123000000,1,2026-09-09T21:00:00,synthetic-seeder
310510,202609,ENTR-ROAMING-BASELINE-0510,310510,BILL-310510,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,,,0,0,0,0,2026-09-09T21:00:00,synthetic-seeder
310504,202609,ENTR-ROAMING-BASELINE-0504,310504,BILL-310504,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,124000000,1,2026-09-09T21:00:00,synthetic-seeder
310502,202609,ENTR-ROAMING-BASELINE-0502,310502,BILL-310502,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,122000000,1,2026-09-09T21:00:00,synthetic-seeder
310512,202609,ENTR-ROAMING-BASELINE-0512,310512,BILL-310512,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,132000000,1,2026-09-09T21:00:00,synthetic-seeder
310519,202609,ENTR-ROAMING-BASELINE-0519,310519,BILL-310519,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,139000000,1,2026-09-09T21:00:00,synthetic-seeder
310508,202609,ENTR-ROAMING-BASELINE-0508,310508,BILL-310508,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,128000000,1,2026-09-09T21:00:00,synthetic-seeder
310501,202609,ENTR-ROAMING-BASELINE-0501,310501,BILL-310501,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,121000000,1,2026-09-09T21:00:00,synthetic-seeder
310506,202609,ENTR-ROAMING-BASELINE-0506,310506,BILL-310506,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,126000000,1,2026-09-09T21:00:00,synthetic-seeder
310518,202609,ENTR-ROAMING-BASELINE-0518,310518,BILL-310518,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,138000000,1,2026-09-09T21:00:00,synthetic-seeder
310515,202609,ENTR-ROAMING-BASELINE-0515,310515,BILL-310515,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,,,0,0,0,0,2026-09-09T21:00:00,synthetic-seeder
310505,202609,ENTR-ROAMING-BASELINE-0505,310505,BILL-310505,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,,,0,0,0,0,2026-09-09T21:00:00,synthetic-seeder
310513,202609,ENTR-ROAMING-BASELINE-0513,310513,BILL-310513,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,133000000,1,2026-09-09T21:00:00,synthetic-seeder
310511,202609,ENTR-ROAMING-BASELINE-0511,310511,BILL-310511,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,131000000,1,2026-09-09T21:00:00,synthetic-seeder
310520,202609,ENTR-ROAMING-BASELINE-0520,310520,BILL-310520,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,,,0,0,0,0,2026-09-09T21:00:00,synthetic-seeder
310507,202609,ENTR-ROAMING-BASELINE-0507,310507,BILL-310507,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,127000000,1,2026-09-09T21:00:00,synthetic-seeder
310514,202609,ENTR-ROAMING-BASELINE-0514,310514,BILL-310514,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,134000000,1,2026-09-09T21:00:00,synthetic-seeder
310509,202609,ENTR-ROAMING-BASELINE-0509,310509,BILL-310509,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260909,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260909,20260909,99991231,20260909,,1,0,129000000,1,2026-09-09T21:00:00,synthetic-seeder
310613,202609,ENTR-ROAMING-BASELINE-0613,310613,BILL-310613,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,133000000,1,2026-09-10T21:00:00,synthetic-seeder
310616,202609,ENTR-ROAMING-BASELINE-0616,310616,BILL-310616,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,136000000,1,2026-09-10T21:00:00,synthetic-seeder
310619,202609,ENTR-ROAMING-BASELINE-0619,310619,BILL-310619,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,139000000,1,2026-09-10T21:00:00,synthetic-seeder
310602,202609,ENTR-ROAMING-BASELINE-0602,310602,BILL-310602,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,122000000,1,2026-09-10T21:00:00,synthetic-seeder
310611,202609,ENTR-ROAMING-BASELINE-0611,310611,BILL-310611,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,131000000,1,2026-09-10T21:00:00,synthetic-seeder
310603,202609,ENTR-ROAMING-BASELINE-0603,310603,BILL-310603,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,123000000,1,2026-09-10T21:00:00,synthetic-seeder
310610,202609,ENTR-ROAMING-BASELINE-0610,310610,BILL-310610,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,,,0,0,0,0,2026-09-10T21:00:00,synthetic-seeder
310609,202609,ENTR-ROAMING-BASELINE-0609,310609,BILL-310609,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,129000000,1,2026-09-10T21:00:00,synthetic-seeder
310617,202609,ENTR-ROAMING-BASELINE-0617,310617,BILL-310617,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,137000000,1,2026-09-10T21:00:00,synthetic-seeder
310615,202609,ENTR-ROAMING-BASELINE-0615,310615,BILL-310615,SYN-ROAM-4GB,4,40,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,,,0,0,0,0,2026-09-10T21:00:00,synthetic-seeder
310606,202609,ENTR-ROAMING-BASELINE-0606,310606,BILL-310606,SYN-ROAM-4GB,3,31,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,126000000,1,2026-09-10T21:00:00,synthetic-seeder
310604,202609,ENTR-ROAMING-BASELINE-0604,310604,BILL-310604,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,124000000,1,2026-09-10T21:00:00,synthetic-seeder
310605,202609,ENTR-ROAMING-BASELINE-0605,310605,BILL-310605,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,,,0,0,0,0,2026-09-10T21:00:00,synthetic-seeder
310601,202609,ENTR-ROAMING-BASELINE-0601,310601,BILL-310601,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,121000000,1,2026-09-10T21:00:00,synthetic-seeder
310620,202609,ENTR-ROAMING-BASELINE-0620,310620,BILL-310620,SYN-ROAM-4GB,4,45,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,,,0,0,0,0,2026-09-10T21:00:00,synthetic-seeder
310614,202609,ENTR-ROAMING-BASELINE-0614,310614,BILL-310614,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,134000000,1,2026-09-10T21:00:00,synthetic-seeder
310612,202609,ENTR-ROAMING-BASELINE-0612,310612,BILL-310612,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,132000000,1,2026-09-10T21:00:00,synthetic-seeder
310608,202609,ENTR-ROAMING-BASELINE-0608,310608,BILL-310608,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,128000000,1,2026-09-10T21:00:00,synthetic-seeder
310618,202609,ENTR-ROAMING-BASELINE-0618,310618,BILL-310618,SYN-ROAM-4GB,4,43,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,138000000,1,2026-09-10T21:00:00,synthetic-seeder
310607,202609,ENTR-ROAMING-BASELINE-0607,310607,BILL-310607,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260910,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260910,20260910,99991231,20260910,,1,0,127000000,1,2026-09-10T21:00:00,synthetic-seeder
320005,202609,ENTR-ROAMING-POST-0005,320005,BILL-320005,SYN-ROAM-4GB,3,30,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,,,0,0,0,0,2026-09-11T21:00:00,synthetic-seeder
320004,202609,ENTR-ROAMING-POST-0004,320004,BILL-320004,SYN-ROAM-4GB,2,29,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,124000000,1,2026-09-11T21:00:00,synthetic-seeder
320010,202609,ENTR-ROAMING-POST-0010,320010,BILL-320010,SYN-ROAM-4GB,3,35,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,,,0,0,0,0,2026-09-11T21:00:00,synthetic-seeder
320001,202609,ENTR-ROAMING-POST-0001,320001,BILL-320001,SYN-ROAM-4GB,2,26,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,121000000,1,2026-09-11T21:00:00,synthetic-seeder
320002,202609,ENTR-ROAMING-POST-0002,320002,BILL-320002,SYN-ROAM-4GB,2,27,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,122000000,1,2026-09-11T21:00:00,synthetic-seeder
320014,202609,ENTR-ROAMING-POST-0014,320014,BILL-320014,SYN-ROAM-4GB,3,39,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,미국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,134000000,1,2026-09-11T21:00:00,synthetic-seeder
320009,202609,ENTR-ROAMING-POST-0009,320009,BILL-320009,SYN-ROAM-4GB,3,34,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,129000000,1,2026-09-11T21:00:00,synthetic-seeder
320013,202609,ENTR-ROAMING-POST-0013,320013,BILL-320013,SYN-ROAM-4GB,3,38,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,133000000,1,2026-09-11T21:00:00,synthetic-seeder
320016,202609,ENTR-ROAMING-POST-0016,320016,BILL-320016,SYN-ROAM-4GB,4,41,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,136000000,1,2026-09-11T21:00:00,synthetic-seeder
320019,202609,ENTR-ROAMING-POST-0019,320019,BILL-320019,SYN-ROAM-4GB,4,44,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,139000000,1,2026-09-11T21:00:00,synthetic-seeder
320012,202609,ENTR-ROAMING-POST-0012,320012,BILL-320012,SYN-ROAM-4GB,3,37,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,132000000,1,2026-09-11T21:00:00,synthetic-seeder
320003,202609,ENTR-ROAMING-POST-0003,320003,BILL-320003,SYN-ROAM-4GB,2,28,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,123000000,1,2026-09-11T21:00:00,synthetic-seeder
320008,202609,ENTR-ROAMING-POST-0008,320008,BILL-320008,SYN-ROAM-4GB,3,33,FEMALE,여자,5G-STD-01,5G 스탠다드,A,개통,일본,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,128000000,1,2026-09-11T21:00:00,synthetic-seeder
320007,202609,ENTR-ROAMING-POST-0007,320007,BILL-320007,SYN-ROAM-4GB,3,32,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,127000000,1,2026-09-11T21:00:00,synthetic-seeder
320017,202609,ENTR-ROAMING-POST-0017,320017,BILL-320017,SYN-ROAM-4GB,4,42,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,베트남,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,137000000,1,2026-09-11T21:00:00,synthetic-seeder
320011,202609,ENTR-ROAMING-POST-0011,320011,BILL-320011,SYN-ROAM-4GB,3,36,MALE,남자,5G-STD-01,5G 스탠다드,A,개통,태국,20260911,,0,SYN-ROAM-4GB,합성 로밍패스 4GB,A,개통,20260911,20260911,99991231,20260911,,1,0,131000000,1,2026-09-11T21:00:00,synthetic-seeder
