CZ_LNK_KEY,BASE_YYMM,BILL_ACNT_NO,ENTR_NO,CUST_NO,YY10_AGELV_ID,CUST_AGE,PP_CD,PP_NM,ENTR_STTS_CD,FRST_ENTR_DT,SPPS_AMT,SMLS_STLM_AMT,TOT_BILL_AMT,DP_LOAD_DTTM,DP_LOAD_USER_ID,SEX_DV_CD
210002,202609,BILL-210002,ENTR-PAYMENT-BASELINE-0002,210002,2,24,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210003,202609,BILL-210003,ENTR-PAYMENT-BASELINE-0003,210003,2,25,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210004,202609,BILL-210004,ENTR-PAYMENT-BASELINE-0004,210004,2,26,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210005,202609,BILL-210005,ENTR-PAYMENT-BASELINE-0005,210005,2,27,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210006,202609,BILL-210006,ENTR-PAYMENT-BASELINE-0006,210006,2,28,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210007,202609,BILL-210007,ENTR-PAYMENT-BASELINE-0007,210007,2,29,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210008,202609,BILL-210008,ENTR-PAYMENT-BASELINE-0008,210008,3,30,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210009,202609,BILL-210009,ENTR-PAYMENT-BASELINE-0009,210009,3,31,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210010,202609,BILL-210010,ENTR-PAYMENT-BASELINE-0010,210010,3,32,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210011,202609,BILL-210011,ENTR-PAYMENT-BASELINE-0011,210011,3,33,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210012,202609,BILL-210012,ENTR-PAYMENT-BASELINE-0012,210012,3,34,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210013,202609,BILL-210013,ENTR-PAYMENT-BASELINE-0013,210013,3,35,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210014,202609,BILL-210014,ENTR-PAYMENT-BASELINE-0014,210014,3,36,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210015,202609,BILL-210015,ENTR-PAYMENT-BASELINE-0015,210015,3,37,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210016,202609,BILL-210016,ENTR-PAYMENT-BASELINE-0016,210016,3,38,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210017,202609,BILL-210017,ENTR-PAYMENT-BASELINE-0017,210017,3,39,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210018,202609,BILL-210018,ENTR-PAYMENT-BASELINE-0018,210018,4,40,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210019,202609,BILL-210019,ENTR-PAYMENT-BASELINE-0019,210019,4,41,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210020,202609,BILL-210020,ENTR-PAYMENT-BASELINE-0020,210020,4,42,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210021,202609,BILL-210021,ENTR-PAYMENT-BASELINE-0021,210021,4,43,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210022,202609,BILL-210022,ENTR-PAYMENT-BASELINE-0022,210022,4,44,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210023,202609,BILL-210023,ENTR-PAYMENT-BASELINE-0023,210023,4,45,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210024,202609,BILL-210024,ENTR-PAYMENT-BASELINE-0024,210024,4,46,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210025,202609,BILL-210025,ENTR-PAYMENT-BASELINE-0025,210025,4,47,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210026,202609,BILL-210026,ENTR-PAYMENT-BASELINE-0026,210026,4,48,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210027,202609,BILL-210027,ENTR-PAYMENT-BASELINE-0027,210027,4,49,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210028,202609,BILL-210028,ENTR-PAYMENT-BASELINE-0028,210028,5,50,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210029,202609,BILL-210029,ENTR-PAYMENT-BASELINE-0029,210029,5,51,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210030,202609,BILL-210030,ENTR-PAYMENT-BASELINE-0030,210030,5,52,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210031,202609,BILL-210031,ENTR-PAYMENT-BASELINE-0031,210031,5,53,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210032,202609,BILL-210032,ENTR-PAYMENT-BASELINE-0032,210032,5,54,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210033,202609,BILL-210033,ENTR-PAYMENT-BASELINE-0033,210033,5,55,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210034,202609,BILL-210034,ENTR-PAYMENT-BASELINE-0034,210034,5,56,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210035,202609,BILL-210035,ENTR-PAYMENT-BASELINE-0035,210035,5,57,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210036,202609,BILL-210036,ENTR-PAYMENT-BASELINE-0036,210036,5,58,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210037,202609,BILL-210037,ENTR-PAYMENT-BASELINE-0037,210037,5,59,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210038,202609,BILL-210038,ENTR-PAYMENT-BASELINE-0038,210038,6,60,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210039,202609,BILL-210039,ENTR-PAYMENT-BASELINE-0039,210039,6,61,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210040,202609,BILL-210040,ENTR-PAYMENT-BASELINE-0040,210040,2,22,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210041,202609,BILL-210041,ENTR-PAYMENT-BASELINE-0041,210041,2,23,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210042,202609,BILL-210042,ENTR-PAYMENT-BASELINE-0042,210042,2,24,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210043,202609,BILL-210043,ENTR-PAYMENT-BASELINE-0043,210043,2,25,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210044,202609,BILL-210044,ENTR-PAYMENT-BASELINE-0044,210044,2,26,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210045,202609,BILL-210045,ENTR-PAYMENT-BASELINE-0045,210045,2,27,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210046,202609,BILL-210046,ENTR-PAYMENT-BASELINE-0046,210046,2,28,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210047,202609,BILL-210047,ENTR-PAYMENT-BASELINE-0047,210047,2,29,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210048,202609,BILL-210048,ENTR-PAYMENT-BASELINE-0048,210048,3,30,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210049,202609,BILL-210049,ENTR-PAYMENT-BASELINE-0049,210049,3,31,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210050,202609,BILL-210050,ENTR-PAYMENT-BASELINE-0050,210050,3,32,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210051,202609,BILL-210051,ENTR-PAYMENT-BASELINE-0051,210051,3,33,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210052,202609,BILL-210052,ENTR-PAYMENT-BASELINE-0052,210052,3,34,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210053,202609,BILL-210053,ENTR-PAYMENT-BASELINE-0053,210053,3,35,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210054,202609,BILL-210054,ENTR-PAYMENT-BASELINE-0054,210054,3,36,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210055,202609,BILL-210055,ENTR-PAYMENT-BASELINE-0055,210055,3,37,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210056,202609,BILL-210056,ENTR-PAYMENT-BASELINE-0056,210056,3,38,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210057,202609,BILL-210057,ENTR-PAYMENT-BASELINE-0057,210057,3,39,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210058,202609,BILL-210058,ENTR-PAYMENT-BASELINE-0058,210058,4,40,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210059,202609,BILL-210059,ENTR-PAYMENT-BASELINE-0059,210059,4,41,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210060,202609,BILL-210060,ENTR-PAYMENT-BASELINE-0060,210060,4,42,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210061,202609,BILL-210061,ENTR-PAYMENT-BASELINE-0061,210061,4,43,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210062,202609,BILL-210062,ENTR-PAYMENT-BASELINE-0062,210062,4,44,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210063,202609,BILL-210063,ENTR-PAYMENT-BASELINE-0063,210063,4,45,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210064,202609,BILL-210064,ENTR-PAYMENT-BASELINE-0064,210064,4,46,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210065,202609,BILL-210065,ENTR-PAYMENT-BASELINE-0065,210065,4,47,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210066,202609,BILL-210066,ENTR-PAYMENT-BASELINE-0066,210066,4,48,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210067,202609,BILL-210067,ENTR-PAYMENT-BASELINE-0067,210067,4,49,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210068,202609,BILL-210068,ENTR-PAYMENT-BASELINE-0068,210068,5,50,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210069,202609,BILL-210069,ENTR-PAYMENT-BASELINE-0069,210069,5,51,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210070,202609,BILL-210070,ENTR-PAYMENT-BASELINE-0070,210070,5,52,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210071,202609,BILL-210071,ENTR-PAYMENT-BASELINE-0071,210071,5,53,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210072,202609,BILL-210072,ENTR-PAYMENT-BASELINE-0072,210072,5,54,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210073,202609,BILL-210073,ENTR-PAYMENT-BASELINE-0073,210073,5,55,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210074,202609,BILL-210074,ENTR-PAYMENT-BASELINE-0074,210074,5,56,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210075,202609,BILL-210075,ENTR-PAYMENT-BASELINE-0075,210075,5,57,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210076,202609,BILL-210076,ENTR-PAYMENT-BASELINE-0076,210076,5,58,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210077,202609,BILL-210077,ENTR-PAYMENT-BASELINE-0077,210077,5,59,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210078,202609,BILL-210078,ENTR-PAYMENT-BASELINE-0078,210078,6,60,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210079,202609,BILL-210079,ENTR-PAYMENT-BASELINE-0079,210079,6,61,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210080,202609,BILL-210080,ENTR-PAYMENT-BASELINE-0080,210080,2,22,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210081,202609,BILL-210081,ENTR-PAYMENT-BASELINE-0081,210081,2,23,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210082,202609,BILL-210082,ENTR-PAYMENT-BASELINE-0082,210082,2,24,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210083,202609,BILL-210083,ENTR-PAYMENT-BASELINE-0083,210083,2,25,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210084,202609,BILL-210084,ENTR-PAYMENT-BASELINE-0084,210084,2,26,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210085,202609,BILL-210085,ENTR-PAYMENT-BASELINE-0085,210085,2,27,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210086,202609,BILL-210086,ENTR-PAYMENT-BASELINE-0086,210086,2,28,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210087,202609,BILL-210087,ENTR-PAYMENT-BASELINE-0087,210087,2,29,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210088,202609,BILL-210088,ENTR-PAYMENT-BASELINE-0088,210088,3,30,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210089,202609,BILL-210089,ENTR-PAYMENT-BASELINE-0089,210089,3,31,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210090,202609,BILL-210090,ENTR-PAYMENT-BASELINE-0090,210090,3,32,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210091,202609,BILL-210091,ENTR-PAYMENT-BASELINE-0091,210091,3,33,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210092,202609,BILL-210092,ENTR-PAYMENT-BASELINE-0092,210092,3,34,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210093,202609,BILL-210093,ENTR-PAYMENT-BASELINE-0093,210093,3,35,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210094,202609,BILL-210094,ENTR-PAYMENT-BASELINE-0094,210094,3,36,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210095,202609,BILL-210095,ENTR-PAYMENT-BASELINE-0095,210095,3,37,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210096,202609,BILL-210096,ENTR-PAYMENT-BASELINE-0096,210096,3,38,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210097,202609,BILL-210097,ENTR-PAYMENT-BASELINE-0097,210097,3,39,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210098,202609,BILL-210098,ENTR-PAYMENT-BASELINE-0098,210098,4,40,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210099,202609,BILL-210099,ENTR-PAYMENT-BASELINE-0099,210099,4,41,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210100,202609,BILL-210100,ENTR-PAYMENT-BASELINE-0100,210100,4,42,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210101,202609,BILL-210101,ENTR-PAYMENT-BASELINE-0101,210101,4,43,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210102,202609,BILL-210102,ENTR-PAYMENT-BASELINE-0102,210102,4,44,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210103,202609,BILL-210103,ENTR-PAYMENT-BASELINE-0103,210103,4,45,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210104,202609,BILL-210104,ENTR-PAYMENT-BASELINE-0104,210104,4,46,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210105,202609,BILL-210105,ENTR-PAYMENT-BASELINE-0105,210105,4,47,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210106,202609,BILL-210106,ENTR-PAYMENT-BASELINE-0106,210106,4,48,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210107,202609,BILL-210107,ENTR-PAYMENT-BASELINE-0107,210107,4,49,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210108,202609,BILL-210108,ENTR-PAYMENT-BASELINE-0108,210108,5,50,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210109,202609,BILL-210109,ENTR-PAYMENT-BASELINE-0109,210109,5,51,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210110,202609,BILL-210110,ENTR-PAYMENT-BASELINE-0110,210110,5,52,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210111,202609,BILL-210111,ENTR-PAYMENT-BASELINE-0111,210111,5,53,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210112,202609,BILL-210112,ENTR-PAYMENT-BASELINE-0112,210112,5,54,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210113,202609,BILL-210113,ENTR-PAYMENT-BASELINE-0113,210113,5,55,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210114,202609,BILL-210114,ENTR-PAYMENT-BASELINE-0114,210114,5,56,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210115,202609,BILL-210115,ENTR-PAYMENT-BASELINE-0115,210115,5,57,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210116,202609,BILL-210116,ENTR-PAYMENT-BASELINE-0116,210116,5,58,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210117,202609,BILL-210117,ENTR-PAYMENT-BASELINE-0117,210117,5,59,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210118,202609,BILL-210118,ENTR-PAYMENT-BASELINE-0118,210118,6,60,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210119,202609,BILL-210119,ENTR-PAYMENT-BASELINE-0119,210119,6,61,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210120,202609,BILL-210120,ENTR-PAYMENT-BASELINE-0120,210120,2,22,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210121,202609,BILL-210121,ENTR-PAYMENT-BASELINE-0121,210121,2,23,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210122,202609,BILL-210122,ENTR-PAYMENT-BASELINE-0122,210122,2,24,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210123,202609,BILL-210123,ENTR-PAYMENT-BASELINE-0123,210123,2,25,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210124,202609,BILL-210124,ENTR-PAYMENT-BASELINE-0124,210124,2,26,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210125,202609,BILL-210125,ENTR-PAYMENT-BASELINE-0125,210125,2,27,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210126,202609,BILL-210126,ENTR-PAYMENT-BASELINE-0126,210126,2,28,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210127,202609,BILL-210127,ENTR-PAYMENT-BASELINE-0127,210127,2,29,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210128,202609,BILL-210128,ENTR-PAYMENT-BASELINE-0128,210128,3,30,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210129,202609,BILL-210129,ENTR-PAYMENT-BASELINE-0129,210129,3,31,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210130,202609,BILL-210130,ENTR-PAYMENT-BASELINE-0130,210130,3,32,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210131,202609,BILL-210131,ENTR-PAYMENT-BASELINE-0131,210131,3,33,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210132,202609,BILL-210132,ENTR-PAYMENT-BASELINE-0132,210132,3,34,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
210133,202609,BILL-210133,ENTR-PAYMENT-BASELINE-0133,210133,3,35,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-07T23:00:00,synthetic-seeder,M
210134,202609,BILL-210134,ENTR-PAYMENT-BASELINE-0134,210134,3,36,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-08T23:00:00,synthetic-seeder,F
210135,202609,BILL-210135,ENTR-PAYMENT-BASELINE-0135,210135,3,37,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-09T23:00:00,synthetic-seeder,M
210136,202609,BILL-210136,ENTR-PAYMENT-BASELINE-0136,210136,3,38,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-10T23:00:00,synthetic-seeder,F
210137,202609,BILL-210137,ENTR-PAYMENT-BASELINE-0137,210137,3,39,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-07T23:00:00,synthetic-seeder,M
210138,202609,BILL-210138,ENTR-PAYMENT-BASELINE-0138,210138,4,40,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-08T23:00:00,synthetic-seeder,F
210139,202609,BILL-210139,ENTR-PAYMENT-BASELINE-0139,210139,4,41,5G-STD-01,5G 스탠다드,A,20230801,0,15000,90000,2026-09-09T23:00:00,synthetic-seeder,M
210140,202609,BILL-210140,ENTR-PAYMENT-BASELINE-0140,210140,4,42,5G-STD-01,5G 스탠다드,A,20230801,0,20000,95000,2026-09-10T23:00:00,synthetic-seeder,F
210141,202609,BILL-210141,ENTR-PAYMENT-BASELINE-0141,210141,4,43,5G-STD-01,5G 스탠다드,A,20230801,3300,25000,103300,2026-09-07T23:00:00,synthetic-seeder,M
210142,202609,BILL-210142,ENTR-PAYMENT-BASELINE-0142,210142,4,44,5G-STD-01,5G 스탠다드,A,20230801,0,30000,105000,2026-09-08T23:00:00,synthetic-seeder,F
210143,202609,BILL-210143,ENTR-PAYMENT-BASELINE-0143,210143,4,45,5G-STD-01,5G 스탠다드,A,20230801,0,35000,110000,2026-09-09T23:00:00,synthetic-seeder,M
210144,202609,BILL-210144,ENTR-PAYMENT-BASELINE-0144,210144,4,46,5G-STD-01,5G 스탠다드,A,20230801,3300,10000,88300,2026-09-10T23:00:00,synthetic-seeder,F
