CZ_LNK_KEY,P_YYYYMMDD,GA_LNK_KEY,BASE_DT,CLT_ID,SESN_ID,PTPN_SESN_TM,CUST_NO,ENTR_NO,LOG_DTTM,SESN_STAY_TM,EVET_NM,EVET_ACT_NM,EVET_ACT_CATG_NM,EVET_ACT_LABE_NM,PAGE_STAY_TM,REP_CHNL_MENU_NM,REP_CHNL_MENU_LVL1_NM,REP_CHNL_MENU_LVL2_NM,REP_CHNL_MENU_LVL3_NM,ABTEST_ID,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
210023,2026-09-07,2100230204,20260907,CLT-210023,SESN-PAY-B-0023-2,20,210023,ENTR-PAYMENT-BASELINE-0023,20260907121025,20,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T14:10:25,synthetic-seeder
210023,2026-09-09,2100230301,20260909,CLT-210023,SESN-PAY-B-0023-3,40,210023,ENTR-PAYMENT-BASELINE-0023,20260909121500,40,interaction,limit_page_entered,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T14:15:00,synthetic-seeder
210023,2026-09-09,2100230302,20260909,CLT-210023,SESN-PAY-B-0023-3,40,210023,ENTR-PAYMENT-BASELINE-0023,20260909121505,40,interaction,limit_slider_changed,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T14:15:05,synthetic-seeder
210023,2026-09-09,2100230303,20260909,CLT-210023,SESN-PAY-B-0023-3,40,210023,ENTR-PAYMENT-BASELINE-0023,20260909121510,40,interaction,consent_sheet_shown,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T14:15:10,synthetic-seeder
210023,2026-09-09,2100230304,20260909,CLT-210023,SESN-PAY-B-0023-3,40,210023,ENTR-PAYMENT-BASELINE-0023,20260909121518,40,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,9,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T14:15:18,synthetic-seeder
210024,2026-09-07,2100240101,20260907,CLT-210024,SESN-PAY-B-0024-1,43,210024,ENTR-PAYMENT-BASELINE-0024,20260907130500,43,interaction,limit_page_entered,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T15:05:00,synthetic-seeder
210024,2026-09-07,2100240102,20260907,CLT-210024,SESN-PAY-B-0024-1,43,210024,ENTR-PAYMENT-BASELINE-0024,20260907130510,43,interaction,limit_slider_changed,payment_limit_change,limit_150000,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T15:05:10,synthetic-seeder
210024,2026-09-07,2100240103,20260907,CLT-210024,SESN-PAY-B-0024-1,43,210024,ENTR-PAYMENT-BASELINE-0024,20260907130520,43,interaction,consent_sheet_shown,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T15:05:20,synthetic-seeder
210024,2026-09-07,2100240104,20260907,CLT-210024,SESN-PAY-B-0024-1,43,210024,ENTR-PAYMENT-BASELINE-0024,20260907130523,43,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T15:05:23,synthetic-seeder
210024,2026-09-08,2100240201,20260908,CLT-210024,SESN-PAY-B-0024-2,35,210024,ENTR-PAYMENT-BASELINE-0024,20260908131000,35,interaction,limit_page_entered,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T15:10:00,synthetic-seeder
210024,2026-09-08,2100240202,20260908,CLT-210024,SESN-PAY-B-0024-2,35,210024,ENTR-PAYMENT-BASELINE-0024,20260908131008,35,interaction,limit_slider_changed,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T15:10:08,synthetic-seeder
210024,2026-09-08,2100240203,20260908,CLT-210024,SESN-PAY-B-0024-2,35,210024,ENTR-PAYMENT-BASELINE-0024,20260908131012,35,interaction,consent_sheet_shown,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T15:10:12,synthetic-seeder
210024,2026-09-08,2100240204,20260908,CLT-210024,SESN-PAY-B-0024-2,35,210024,ENTR-PAYMENT-BASELINE-0024,20260908131018,35,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T15:10:18,synthetic-seeder
210024,2026-09-10,2100240301,20260910,CLT-210024,SESN-PAY-B-0024-3,55,210024,ENTR-PAYMENT-BASELINE-0024,20260910131500,55,interaction,limit_page_entered,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T15:15:00,synthetic-seeder
210024,2026-09-10,2100240302,20260910,CLT-210024,SESN-PAY-B-0024-3,55,210024,ENTR-PAYMENT-BASELINE-0024,20260910131510,55,interaction,limit_slider_changed,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T15:15:10,synthetic-seeder
210024,2026-09-10,2100240303,20260910,CLT-210024,SESN-PAY-B-0024-3,55,210024,ENTR-PAYMENT-BASELINE-0024,20260910131519,55,interaction,consent_sheet_shown,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T15:15:19,synthetic-seeder
210024,2026-09-10,2100240304,20260910,CLT-210024,SESN-PAY-B-0024-3,55,210024,ENTR-PAYMENT-BASELINE-0024,20260910131526,55,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,10,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T15:15:26,synthetic-seeder
210025,2026-09-04,2100250101,20260904,CLT-210025,SESN-PAY-B-0025-1,56,210025,ENTR-PAYMENT-BASELINE-0025,20260904140500,56,interaction,limit_page_entered,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T16:05:00,synthetic-seeder
210025,2026-09-04,2100250102,20260904,CLT-210025,SESN-PAY-B-0025-1,56,210025,ENTR-PAYMENT-BASELINE-0025,20260904140509,56,interaction,limit_slider_changed,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T16:05:09,synthetic-seeder
210025,2026-09-04,2100250103,20260904,CLT-210025,SESN-PAY-B-0025-1,56,210025,ENTR-PAYMENT-BASELINE-0025,20260904140513,56,interaction,consent_sheet_shown,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T16:05:13,synthetic-seeder
210025,2026-09-04,2100250104,20260904,CLT-210025,SESN-PAY-B-0025-1,56,210025,ENTR-PAYMENT-BASELINE-0025,20260904140521,56,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,10,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T16:05:21,synthetic-seeder
210025,2026-09-05,2100250201,20260905,CLT-210025,SESN-PAY-B-0025-2,60,210025,ENTR-PAYMENT-BASELINE-0025,20260905141000,60,interaction,limit_page_entered,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T16:10:00,synthetic-seeder
210025,2026-09-05,2100250202,20260905,CLT-210025,SESN-PAY-B-0025-2,60,210025,ENTR-PAYMENT-BASELINE-0025,20260905141005,60,interaction,limit_slider_changed,payment_limit_change,limit_150000,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T16:10:05,synthetic-seeder
210025,2026-09-05,2100250203,20260905,CLT-210025,SESN-PAY-B-0025-2,60,210025,ENTR-PAYMENT-BASELINE-0025,20260905141016,60,interaction,consent_sheet_shown,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T16:10:16,synthetic-seeder
210025,2026-09-05,2100250204,20260905,CLT-210025,SESN-PAY-B-0025-2,60,210025,ENTR-PAYMENT-BASELINE-0025,20260905141026,60,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T16:10:26,synthetic-seeder
210025,2026-09-07,2100250301,20260907,CLT-210025,SESN-PAY-B-0025-3,24,210025,ENTR-PAYMENT-BASELINE-0025,20260907141500,24,interaction,limit_page_entered,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T16:15:00,synthetic-seeder
210025,2026-09-07,2100250302,20260907,CLT-210025,SESN-PAY-B-0025-3,24,210025,ENTR-PAYMENT-BASELINE-0025,20260907141507,24,interaction,limit_slider_changed,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T16:15:07,synthetic-seeder
210025,2026-09-07,2100250303,20260907,CLT-210025,SESN-PAY-B-0025-3,24,210025,ENTR-PAYMENT-BASELINE-0025,20260907141511,24,interaction,consent_sheet_shown,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T16:15:11,synthetic-seeder
210025,2026-09-07,2100250304,20260907,CLT-210025,SESN-PAY-B-0025-3,24,210025,ENTR-PAYMENT-BASELINE-0025,20260907141521,24,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,10,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T16:15:21,synthetic-seeder
210026,2026-09-05,2100260101,20260905,CLT-210026,SESN-PAY-B-0026-1,31,210026,ENTR-PAYMENT-BASELINE-0026,20260905150500,31,interaction,limit_page_entered,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T17:05:00,synthetic-seeder
210026,2026-09-05,2100260102,20260905,CLT-210026,SESN-PAY-B-0026-1,31,210026,ENTR-PAYMENT-BASELINE-0026,20260905150508,31,interaction,limit_slider_changed,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T17:05:08,synthetic-seeder
210026,2026-09-05,2100260103,20260905,CLT-210026,SESN-PAY-B-0026-1,31,210026,ENTR-PAYMENT-BASELINE-0026,20260905150517,31,interaction,consent_sheet_shown,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T17:05:17,synthetic-seeder
210026,2026-09-05,2100260104,20260905,CLT-210026,SESN-PAY-B-0026-1,31,210026,ENTR-PAYMENT-BASELINE-0026,20260905150526,31,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T17:05:26,synthetic-seeder
210026,2026-09-06,2100260201,20260906,CLT-210026,SESN-PAY-B-0026-2,30,210026,ENTR-PAYMENT-BASELINE-0026,20260906151000,30,interaction,limit_page_entered,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T17:10:00,synthetic-seeder
210026,2026-09-06,2100260202,20260906,CLT-210026,SESN-PAY-B-0026-2,30,210026,ENTR-PAYMENT-BASELINE-0026,20260906151006,30,interaction,limit_slider_changed,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T17:10:06,synthetic-seeder
210026,2026-09-06,2100260203,20260906,CLT-210026,SESN-PAY-B-0026-2,30,210026,ENTR-PAYMENT-BASELINE-0026,20260906151012,30,interaction,consent_sheet_shown,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T17:10:12,synthetic-seeder
210026,2026-09-06,2100260204,20260906,CLT-210026,SESN-PAY-B-0026-2,30,210026,ENTR-PAYMENT-BASELINE-0026,20260906151019,30,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T17:10:19,synthetic-seeder
210026,2026-09-08,2100260301,20260908,CLT-210026,SESN-PAY-B-0026-3,24,210026,ENTR-PAYMENT-BASELINE-0026,20260908151500,24,interaction,limit_page_entered,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T17:15:00,synthetic-seeder
210026,2026-09-08,2100260302,20260908,CLT-210026,SESN-PAY-B-0026-3,24,210026,ENTR-PAYMENT-BASELINE-0026,20260908151503,24,interaction,limit_slider_changed,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T17:15:03,synthetic-seeder
210026,2026-09-08,2100260303,20260908,CLT-210026,SESN-PAY-B-0026-3,24,210026,ENTR-PAYMENT-BASELINE-0026,20260908151511,24,interaction,consent_sheet_shown,payment_limit_change,limit_150000,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T17:15:11,synthetic-seeder
210026,2026-09-08,2100260304,20260908,CLT-210026,SESN-PAY-B-0026-3,24,210026,ENTR-PAYMENT-BASELINE-0026,20260908151520,24,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T17:15:20,synthetic-seeder
210027,2026-09-06,2100270101,20260906,CLT-210027,SESN-PAY-B-0027-1,59,210027,ENTR-PAYMENT-BASELINE-0027,20260906160500,59,interaction,limit_page_entered,payment_limit_change,limit_150000,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T18:05:00,synthetic-seeder
210027,2026-09-06,2100270102,20260906,CLT-210027,SESN-PAY-B-0027-1,59,210027,ENTR-PAYMENT-BASELINE-0027,20260906160508,59,interaction,limit_slider_changed,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T18:05:08,synthetic-seeder
210027,2026-09-06,2100270103,20260906,CLT-210027,SESN-PAY-B-0027-1,59,210027,ENTR-PAYMENT-BASELINE-0027,20260906160513,59,interaction,consent_sheet_shown,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T18:05:13,synthetic-seeder
210027,2026-09-06,2100270104,20260906,CLT-210027,SESN-PAY-B-0027-1,59,210027,ENTR-PAYMENT-BASELINE-0027,20260906160524,59,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T18:05:24,synthetic-seeder
210027,2026-09-07,2100270201,20260907,CLT-210027,SESN-PAY-B-0027-2,50,210027,ENTR-PAYMENT-BASELINE-0027,20260907161000,50,interaction,limit_page_entered,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T18:10:00,synthetic-seeder
210027,2026-09-07,2100270202,20260907,CLT-210027,SESN-PAY-B-0027-2,50,210027,ENTR-PAYMENT-BASELINE-0027,20260907161007,50,interaction,limit_slider_changed,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T18:10:07,synthetic-seeder
210027,2026-09-07,2100270203,20260907,CLT-210027,SESN-PAY-B-0027-2,50,210027,ENTR-PAYMENT-BASELINE-0027,20260907161017,50,interaction,consent_sheet_shown,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T18:10:17,synthetic-seeder
210027,2026-09-07,2100270204,20260907,CLT-210027,SESN-PAY-B-0027-2,50,210027,ENTR-PAYMENT-BASELINE-0027,20260907161024,50,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T18:10:24,synthetic-seeder
210027,2026-09-09,2100270301,20260909,CLT-210027,SESN-PAY-B-0027-3,38,210027,ENTR-PAYMENT-BASELINE-0027,20260909161500,38,interaction,limit_page_entered,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T18:15:00,synthetic-seeder
210027,2026-09-09,2100270302,20260909,CLT-210027,SESN-PAY-B-0027-3,38,210027,ENTR-PAYMENT-BASELINE-0027,20260909161505,38,interaction,limit_slider_changed,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T18:15:05,synthetic-seeder
210027,2026-09-09,2100270303,20260909,CLT-210027,SESN-PAY-B-0027-3,38,210027,ENTR-PAYMENT-BASELINE-0027,20260909161515,38,interaction,consent_sheet_shown,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T18:15:15,synthetic-seeder
210027,2026-09-09,2100270304,20260909,CLT-210027,SESN-PAY-B-0027-3,38,210027,ENTR-PAYMENT-BASELINE-0027,20260909161520,38,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-09T18:15:20,synthetic-seeder
210028,2026-09-07,2100280101,20260907,CLT-210028,SESN-PAY-B-0028-1,32,210028,ENTR-PAYMENT-BASELINE-0028,20260907100500,32,interaction,limit_page_entered,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T12:05:00,synthetic-seeder
210028,2026-09-07,2100280102,20260907,CLT-210028,SESN-PAY-B-0028-1,32,210028,ENTR-PAYMENT-BASELINE-0028,20260907100507,32,interaction,limit_slider_changed,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T12:05:07,synthetic-seeder
210028,2026-09-07,2100280103,20260907,CLT-210028,SESN-PAY-B-0028-1,32,210028,ENTR-PAYMENT-BASELINE-0028,20260907100512,32,interaction,consent_sheet_shown,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T12:05:12,synthetic-seeder
210028,2026-09-07,2100280104,20260907,CLT-210028,SESN-PAY-B-0028-1,32,210028,ENTR-PAYMENT-BASELINE-0028,20260907100519,32,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T12:05:19,synthetic-seeder
210028,2026-09-08,2100280201,20260908,CLT-210028,SESN-PAY-B-0028-2,31,210028,ENTR-PAYMENT-BASELINE-0028,20260908101000,31,interaction,limit_page_entered,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T12:10:00,synthetic-seeder
210028,2026-09-08,2100280202,20260908,CLT-210028,SESN-PAY-B-0028-2,31,210028,ENTR-PAYMENT-BASELINE-0028,20260908101004,31,interaction,limit_slider_changed,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T12:10:04,synthetic-seeder
210028,2026-09-08,2100280203,20260908,CLT-210028,SESN-PAY-B-0028-2,31,210028,ENTR-PAYMENT-BASELINE-0028,20260908101013,31,interaction,consent_sheet_shown,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T12:10:13,synthetic-seeder
210028,2026-09-08,2100280204,20260908,CLT-210028,SESN-PAY-B-0028-2,31,210028,ENTR-PAYMENT-BASELINE-0028,20260908101017,31,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-08T12:10:17,synthetic-seeder
210028,2026-09-10,2100280301,20260910,CLT-210028,SESN-PAY-B-0028-3,21,210028,ENTR-PAYMENT-BASELINE-0028,20260910101500,21,interaction,limit_page_entered,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T12:15:00,synthetic-seeder
210028,2026-09-10,2100280302,20260910,CLT-210028,SESN-PAY-B-0028-3,21,210028,ENTR-PAYMENT-BASELINE-0028,20260910101505,21,interaction,limit_slider_changed,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T12:15:05,synthetic-seeder
210028,2026-09-10,2100280303,20260910,CLT-210028,SESN-PAY-B-0028-3,21,210028,ENTR-PAYMENT-BASELINE-0028,20260910101513,21,interaction,consent_sheet_shown,payment_limit_change,limit_150000,4,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T12:15:13,synthetic-seeder
210028,2026-09-10,2100280304,20260910,CLT-210028,SESN-PAY-B-0028-3,21,210028,ENTR-PAYMENT-BASELINE-0028,20260910101520,21,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-10T12:15:20,synthetic-seeder
210029,2026-09-04,2100290101,20260904,CLT-210029,SESN-PAY-B-0029-1,40,210029,ENTR-PAYMENT-BASELINE-0029,20260904110500,40,interaction,limit_page_entered,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T13:05:00,synthetic-seeder
210029,2026-09-04,2100290102,20260904,CLT-210029,SESN-PAY-B-0029-1,40,210029,ENTR-PAYMENT-BASELINE-0029,20260904110511,40,interaction,limit_slider_changed,payment_limit_change,limit_150000,6,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T13:05:11,synthetic-seeder
210029,2026-09-04,2100290103,20260904,CLT-210029,SESN-PAY-B-0029-1,40,210029,ENTR-PAYMENT-BASELINE-0029,20260904110520,40,interaction,consent_sheet_shown,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T13:05:20,synthetic-seeder
210029,2026-09-04,2100290104,20260904,CLT-210029,SESN-PAY-B-0029-1,40,210029,ENTR-PAYMENT-BASELINE-0029,20260904110525,40,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-04T13:05:25,synthetic-seeder
210029,2026-09-05,2100290201,20260905,CLT-210029,SESN-PAY-B-0029-2,55,210029,ENTR-PAYMENT-BASELINE-0029,20260905111000,55,interaction,limit_page_entered,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T13:10:00,synthetic-seeder
210029,2026-09-05,2100290202,20260905,CLT-210029,SESN-PAY-B-0029-2,55,210029,ENTR-PAYMENT-BASELINE-0029,20260905111007,55,interaction,limit_slider_changed,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T13:10:07,synthetic-seeder
210029,2026-09-05,2100290203,20260905,CLT-210029,SESN-PAY-B-0029-2,55,210029,ENTR-PAYMENT-BASELINE-0029,20260905111013,55,interaction,consent_sheet_shown,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T13:10:13,synthetic-seeder
210029,2026-09-05,2100290204,20260905,CLT-210029,SESN-PAY-B-0029-2,55,210029,ENTR-PAYMENT-BASELINE-0029,20260905111019,55,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,9,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T13:10:19,synthetic-seeder
210029,2026-09-07,2100290301,20260907,CLT-210029,SESN-PAY-B-0029-3,23,210029,ENTR-PAYMENT-BASELINE-0029,20260907111500,23,interaction,limit_page_entered,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T13:15:00,synthetic-seeder
210029,2026-09-07,2100290302,20260907,CLT-210029,SESN-PAY-B-0029-3,23,210029,ENTR-PAYMENT-BASELINE-0029,20260907111504,23,interaction,limit_slider_changed,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T13:15:04,synthetic-seeder
210029,2026-09-07,2100290303,20260907,CLT-210029,SESN-PAY-B-0029-3,23,210029,ENTR-PAYMENT-BASELINE-0029,20260907111513,23,interaction,consent_sheet_shown,payment_limit_change,limit_150000,8,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T13:15:13,synthetic-seeder
210029,2026-09-07,2100290304,20260907,CLT-210029,SESN-PAY-B-0029-3,23,210029,ENTR-PAYMENT-BASELINE-0029,20260907111522,23,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,9,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-07T13:15:22,synthetic-seeder
210030,2026-09-05,2100300101,20260905,CLT-210030,SESN-PAY-B-0030-1,31,210030,ENTR-PAYMENT-BASELINE-0030,20260905120500,31,interaction,limit_page_entered,payment_limit_change,limit_150000,2,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T14:05:00,synthetic-seeder
210030,2026-09-05,2100300102,20260905,CLT-210030,SESN-PAY-B-0030-1,31,210030,ENTR-PAYMENT-BASELINE-0030,20260905120504,31,interaction,limit_slider_changed,payment_limit_change,limit_150000,7,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T14:05:04,synthetic-seeder
210030,2026-09-05,2100300103,20260905,CLT-210030,SESN-PAY-B-0030-1,31,210030,ENTR-PAYMENT-BASELINE-0030,20260905120515,31,interaction,consent_sheet_shown,payment_limit_change,limit_150000,5,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T14:05:15,synthetic-seeder
210030,2026-09-05,2100300104,20260905,CLT-210030,SESN-PAY-B-0030-1,31,210030,ENTR-PAYMENT-BASELINE-0030,20260905120522,31,interaction,consent_sheet_closed,payment_limit_change,payment_incomplete,9,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-05T14:05:22,synthetic-seeder
210030,2026-09-06,2100300201,20260906,CLT-210030,SESN-PAY-B-0030-2,37,210030,ENTR-PAYMENT-BASELINE-0030,20260906121000,37,interaction,limit_page_entered,payment_limit_change,limit_150000,3,결제 한도 설정/변경,마이,요금/납부,결제 한도 설정/변경,CONTROL,2026-09-06T14:10:00,synthetic-seeder
