CZ_LNK_KEY,P_YYYYMMDD,ID,THREAD_ID,RUN_ID,SEARCH_QUERY,SEARCH_RESULT,CREATED_AT,STATUS,FIRST_RESPONSE_LATENCY_MS,WAS_CACHE_HIT,SEARCH_QUERY_TYPE,REWRITE_SEARCH_QUERY,SEARCH_RESULT_REFERENCE_TEMPLATE_NAME,IS_FALLBACK_SEARCH_RESULT,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
110113,2026-09-07,101131,THREAD-VAS-B-0113,RUN-VAS-B-0113-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110113,2026-09-07,101132,THREAD-VAS-B-0113,RUN-VAS-B-0113-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,685.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110114,2026-09-07,101141,THREAD-VAS-B-0114,RUN-VAS-B-0114-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110114,2026-09-07,101142,THREAD-VAS-B-0114,RUN-VAS-B-0114-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,720.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110115,2026-09-07,101151,THREAD-VAS-B-0115,RUN-VAS-B-0115-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110115,2026-09-07,101152,THREAD-VAS-B-0115,RUN-VAS-B-0115-2,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,755.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110116,2026-09-07,101161,THREAD-VAS-B-0116,RUN-VAS-B-0116-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110116,2026-09-07,101162,THREAD-VAS-B-0116,RUN-VAS-B-0116-2,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,790.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110117,2026-09-08,101171,THREAD-VAS-B-0117,RUN-VAS-B-0117-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,failed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110117,2026-09-08,101172,THREAD-VAS-B-0117,RUN-VAS-B-0117-2,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:20:00,failed,825.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:20:00,synthetic-seeder
110118,2026-09-09,101181,THREAD-VAS-B-0118,RUN-VAS-B-0118-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,failed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110118,2026-09-09,101182,THREAD-VAS-B-0118,RUN-VAS-B-0118-2,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:20:00,failed,860.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:20:00,synthetic-seeder
110119,2026-09-10,101191,THREAD-VAS-B-0119,RUN-VAS-B-0119-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,failed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110119,2026-09-10,101192,THREAD-VAS-B-0119,RUN-VAS-B-0119-2,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:20:00,failed,650.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:20:00,synthetic-seeder
110120,2026-09-07,101201,THREAD-VAS-B-0120,RUN-VAS-B-0120-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,failed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110120,2026-09-07,101202,THREAD-VAS-B-0120,RUN-VAS-B-0120-2,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:20:00,failed,685.0,True,repeat,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:20:00,synthetic-seeder
110121,2026-09-07,101211,THREAD-VAS-B-0121,RUN-VAS-B-0121-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110122,2026-09-07,101221,THREAD-VAS-B-0122,RUN-VAS-B-0122-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110123,2026-09-07,101231,THREAD-VAS-B-0123,RUN-VAS-B-0123-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110124,2026-09-08,101241,THREAD-VAS-B-0124,RUN-VAS-B-0124-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110125,2026-09-09,101251,THREAD-VAS-B-0125,RUN-VAS-B-0125-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110126,2026-09-10,101261,THREAD-VAS-B-0126,RUN-VAS-B-0126-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110127,2026-09-07,101271,THREAD-VAS-B-0127,RUN-VAS-B-0127-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110128,2026-09-07,101281,THREAD-VAS-B-0128,RUN-VAS-B-0128-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110129,2026-09-07,101291,THREAD-VAS-B-0129,RUN-VAS-B-0129-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110130,2026-09-07,101301,THREAD-VAS-B-0130,RUN-VAS-B-0130-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110131,2026-09-08,101311,THREAD-VAS-B-0131,RUN-VAS-B-0131-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110132,2026-09-09,101321,THREAD-VAS-B-0132,RUN-VAS-B-0132-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110133,2026-09-10,101331,THREAD-VAS-B-0133,RUN-VAS-B-0133-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110134,2026-09-07,101341,THREAD-VAS-B-0134,RUN-VAS-B-0134-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110135,2026-09-07,101351,THREAD-VAS-B-0135,RUN-VAS-B-0135-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110136,2026-09-07,101361,THREAD-VAS-B-0136,RUN-VAS-B-0136-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110137,2026-09-07,101371,THREAD-VAS-B-0137,RUN-VAS-B-0137-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110138,2026-09-08,101381,THREAD-VAS-B-0138,RUN-VAS-B-0138-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110139,2026-09-09,101391,THREAD-VAS-B-0139,RUN-VAS-B-0139-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110140,2026-09-10,101401,THREAD-VAS-B-0140,RUN-VAS-B-0140-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110141,2026-09-07,101411,THREAD-VAS-B-0141,RUN-VAS-B-0141-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110142,2026-09-07,101421,THREAD-VAS-B-0142,RUN-VAS-B-0142-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110143,2026-09-07,101431,THREAD-VAS-B-0143,RUN-VAS-B-0143-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110144,2026-09-07,101441,THREAD-VAS-B-0144,RUN-VAS-B-0144-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110145,2026-09-08,101451,THREAD-VAS-B-0145,RUN-VAS-B-0145-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110146,2026-09-09,101461,THREAD-VAS-B-0146,RUN-VAS-B-0146-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110147,2026-09-10,101471,THREAD-VAS-B-0147,RUN-VAS-B-0147-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110148,2026-09-07,101481,THREAD-VAS-B-0148,RUN-VAS-B-0148-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110149,2026-09-07,101491,THREAD-VAS-B-0149,RUN-VAS-B-0149-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110150,2026-09-07,101501,THREAD-VAS-B-0150,RUN-VAS-B-0150-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110151,2026-09-07,101511,THREAD-VAS-B-0151,RUN-VAS-B-0151-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110152,2026-09-08,101521,THREAD-VAS-B-0152,RUN-VAS-B-0152-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110153,2026-09-09,101531,THREAD-VAS-B-0153,RUN-VAS-B-0153-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110154,2026-09-10,101541,THREAD-VAS-B-0154,RUN-VAS-B-0154-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110155,2026-09-07,101551,THREAD-VAS-B-0155,RUN-VAS-B-0155-1,구글원 저장공간 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110156,2026-09-07,101561,THREAD-VAS-B-0156,RUN-VAS-B-0156-1,구글원 100GB에서 200GB 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110157,2026-09-07,101571,THREAD-VAS-B-0157,RUN-VAS-B-0157-1,구글원 옵션 바꾸기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110158,2026-09-07,101581,THREAD-VAS-B-0158,RUN-VAS-B-0158-1,구글원 부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110159,2026-09-08,101591,THREAD-VAS-B-0159,RUN-VAS-B-0159-1,구글원 용량 변경 방법,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110160,2026-09-09,101601,THREAD-VAS-B-0160,RUN-VAS-B-0160-1,구글원 200GB로 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110161,2026-09-10,101611,THREAD-VAS-B-0161,RUN-VAS-B-0161-1,부가서비스 해지,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110162,2026-09-04,101621,THREAD-VAS-B-0162,RUN-VAS-B-0162-1,부가서비스 끄기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-04T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-04T20:10:00,synthetic-seeder
110163,2026-09-05,101631,THREAD-VAS-B-0163,RUN-VAS-B-0163-1,안 쓰는 서비스 빼기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-05T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-05T20:10:00,synthetic-seeder
110164,2026-09-06,101641,THREAD-VAS-B-0164,RUN-VAS-B-0164-1,내가 가입한 부가서비스,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-06T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-06T20:10:00,synthetic-seeder
110165,2026-09-07,101651,THREAD-VAS-B-0165,RUN-VAS-B-0165-1,부가서비스 확인,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110166,2026-09-08,101661,THREAD-VAS-B-0166,RUN-VAS-B-0166-1,부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110167,2026-09-09,101671,THREAD-VAS-B-0167,RUN-VAS-B-0167-1,부가서비스 해지,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110168,2026-09-10,101681,THREAD-VAS-B-0168,RUN-VAS-B-0168-1,부가서비스 끄기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110169,2026-09-04,101691,THREAD-VAS-B-0169,RUN-VAS-B-0169-1,안 쓰는 서비스 빼기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-04T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-04T20:10:00,synthetic-seeder
110170,2026-09-05,101701,THREAD-VAS-B-0170,RUN-VAS-B-0170-1,내가 가입한 부가서비스,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-05T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-05T20:10:00,synthetic-seeder
110171,2026-09-06,101711,THREAD-VAS-B-0171,RUN-VAS-B-0171-1,부가서비스 확인,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-06T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-06T20:10:00,synthetic-seeder
110172,2026-09-07,101721,THREAD-VAS-B-0172,RUN-VAS-B-0172-1,부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110173,2026-09-08,101731,THREAD-VAS-B-0173,RUN-VAS-B-0173-1,부가서비스 해지,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
110174,2026-09-09,101741,THREAD-VAS-B-0174,RUN-VAS-B-0174-1,부가서비스 끄기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-09T18:10:00,completed,860.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-09T20:10:00,synthetic-seeder
110175,2026-09-10,101751,THREAD-VAS-B-0175,RUN-VAS-B-0175-1,안 쓰는 서비스 빼기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-10T18:10:00,completed,650.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-10T20:10:00,synthetic-seeder
110176,2026-09-04,101761,THREAD-VAS-B-0176,RUN-VAS-B-0176-1,내가 가입한 부가서비스,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-04T18:10:00,completed,685.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-04T20:10:00,synthetic-seeder
110177,2026-09-05,101771,THREAD-VAS-B-0177,RUN-VAS-B-0177-1,부가서비스 확인,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-05T18:10:00,completed,720.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-05T20:10:00,synthetic-seeder
110178,2026-09-06,101781,THREAD-VAS-B-0178,RUN-VAS-B-0178-1,부가서비스 변경,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-06T18:10:00,completed,755.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-06T20:10:00,synthetic-seeder
110179,2026-09-07,101791,THREAD-VAS-B-0179,RUN-VAS-B-0179-1,부가서비스 해지,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-07T18:10:00,completed,790.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-07T20:10:00,synthetic-seeder
110180,2026-09-08,101801,THREAD-VAS-B-0180,RUN-VAS-B-0180-1,부가서비스 끄기,가입정보 메뉴에서 부가서비스를 확인할 수 있습니다.,2026-09-08T18:10:00,completed,825.0,False,initial,부가서비스 조회/해지,VAS_GUIDE_NO_CTA,N,2026-09-08T20:10:00,synthetic-seeder
210001,2026-09-07,200011,THREAD-PAY-B-0001,RUN-PAY-B-0001-1,한도 올리는 법,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-07T19:10:00,failed,750.0,False,initial,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-07T21:10:00,synthetic-seeder
210001,2026-09-07,200012,THREAD-PAY-B-0001,RUN-PAY-B-0001-2,한도 변경 안 됨,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-07T19:20:00,failed,750.0,True,repeat,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-07T21:20:00,synthetic-seeder
210002,2026-09-08,200021,THREAD-PAY-B-0002,RUN-PAY-B-0002-1,한도 변경 안 됨,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-08T19:10:00,failed,780.0,False,initial,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-08T21:10:00,synthetic-seeder
210002,2026-09-08,200022,THREAD-PAY-B-0002,RUN-PAY-B-0002-2,결제 한도 변경 오류,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-08T19:20:00,failed,780.0,True,repeat,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-08T21:20:00,synthetic-seeder
210003,2026-09-09,200031,THREAD-PAY-B-0003,RUN-PAY-B-0003-1,결제 한도 변경 오류,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-09T19:10:00,failed,810.0,False,initial,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-09T21:10:00,synthetic-seeder
210003,2026-09-09,200032,THREAD-PAY-B-0003,RUN-PAY-B-0003-2,한도 변경 왜 안돼,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-09T19:20:00,failed,810.0,True,repeat,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-09T21:20:00,synthetic-seeder
210004,2026-09-10,200041,THREAD-PAY-B-0004,RUN-PAY-B-0004-1,한도 변경 왜 안돼,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-10T19:10:00,failed,840.0,False,initial,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-10T21:10:00,synthetic-seeder
210004,2026-09-10,200042,THREAD-PAY-B-0004,RUN-PAY-B-0004-2,소액결제 한도 늘리기,한도 선택 후 동의와 본인인증을 완료해야 합니다.,2026-09-10T19:20:00,failed,840.0,True,repeat,소액결제 한도 변경,PAYMENT_GUIDE_V1,N,2026-09-10T21:20:00,synthetic-seeder
