P_YYYYMMDD,CZ_LNK_KEY,BASE_DT,CALL_ID,CALL_CRTE_DTTM,CUST_CNSL_TM,STT_TXT_CNTN,INQU_CNTN,CSLR_PRSS_CNTN,CNSL_ALL_SMRY_CNTN,CUST_SNMT_NM,CNSL_SBJC_TIT_NM,CNSL_SCLS_CD,CNSL_THMA_NM,ENTR_NO,CUST_NO,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
2026-09-07,210001,20260907,CALL-PAY-B-0001,2026-09-07T21:00:00,301,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0001,210001,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210002,20260908,CALL-PAY-B-0002,2026-09-08T21:00:00,302,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0002,210002,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210003,20260909,CALL-PAY-B-0003,2026-09-09T21:00:00,303,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0003,210003,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210004,20260910,CALL-PAY-B-0004,2026-09-10T21:00:00,304,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0004,210004,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210005,20260907,CALL-PAY-B-0005,2026-09-07T21:00:00,305,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0005,210005,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210006,20260908,CALL-PAY-B-0006,2026-09-08T21:00:00,306,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0006,210006,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210007,20260909,CALL-PAY-B-0007,2026-09-09T21:00:00,307,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0007,210007,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210008,20260910,CALL-PAY-B-0008,2026-09-10T21:00:00,308,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0008,210008,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210009,20260907,CALL-PAY-B-0009,2026-09-07T21:00:00,309,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0009,210009,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210010,20260908,CALL-PAY-B-0010,2026-09-08T21:00:00,310,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0010,210010,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210011,20260909,CALL-PAY-B-0011,2026-09-09T21:00:00,311,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0011,210011,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210012,20260910,CALL-PAY-B-0012,2026-09-10T21:00:00,312,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0012,210012,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210013,20260907,CALL-PAY-B-0013,2026-09-07T21:00:00,313,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0013,210013,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210014,20260908,CALL-PAY-B-0014,2026-09-08T21:00:00,314,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0014,210014,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210015,20260909,CALL-PAY-B-0015,2026-09-09T21:00:00,315,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0015,210015,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210016,20260910,CALL-PAY-B-0016,2026-09-10T21:00:00,316,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0016,210016,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210017,20260907,CALL-PAY-B-0017,2026-09-07T21:00:00,317,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0017,210017,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210018,20260908,CALL-PAY-B-0018,2026-09-08T21:00:00,318,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0018,210018,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210019,20260909,CALL-PAY-B-0019,2026-09-09T21:00:00,319,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0019,210019,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210020,20260910,CALL-PAY-B-0020,2026-09-10T21:00:00,320,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0020,210020,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210021,20260907,CALL-PAY-B-0021,2026-09-07T21:00:00,321,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0021,210021,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210022,20260908,CALL-PAY-B-0022,2026-09-08T21:00:00,322,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0022,210022,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210023,20260909,CALL-PAY-B-0023,2026-09-09T21:00:00,323,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0023,210023,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210024,20260910,CALL-PAY-B-0024,2026-09-10T21:00:00,324,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0024,210024,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210025,20260907,CALL-PAY-B-0025,2026-09-07T21:00:00,325,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0025,210025,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210026,20260908,CALL-PAY-B-0026,2026-09-08T21:00:00,326,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0026,210026,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210027,20260909,CALL-PAY-B-0027,2026-09-09T21:00:00,327,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0027,210027,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210028,20260910,CALL-PAY-B-0028,2026-09-10T21:00:00,328,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0028,210028,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210029,20260907,CALL-PAY-B-0029,2026-09-07T21:00:00,329,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0029,210029,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210030,20260908,CALL-PAY-B-0030,2026-09-08T21:00:00,330,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0030,210030,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210031,20260909,CALL-PAY-B-0031,2026-09-09T21:00:00,331,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0031,210031,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210032,20260910,CALL-PAY-B-0032,2026-09-10T21:00:00,332,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0032,210032,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210033,20260907,CALL-PAY-B-0033,2026-09-07T21:00:00,333,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0033,210033,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210034,20260908,CALL-PAY-B-0034,2026-09-08T21:00:00,334,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0034,210034,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210035,20260909,CALL-PAY-B-0035,2026-09-09T21:00:00,335,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0035,210035,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210036,20260910,CALL-PAY-B-0036,2026-09-10T21:00:00,336,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0036,210036,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210037,20260907,CALL-PAY-B-0037,2026-09-07T21:00:00,337,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0037,210037,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210038,20260908,CALL-PAY-B-0038,2026-09-08T21:00:00,338,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0038,210038,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210039,20260909,CALL-PAY-B-0039,2026-09-09T21:00:00,339,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0039,210039,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210040,20260910,CALL-PAY-B-0040,2026-09-10T21:00:00,340,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0040,210040,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210041,20260907,CALL-PAY-B-0041,2026-09-07T21:00:00,341,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0041,210041,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210042,20260908,CALL-PAY-B-0042,2026-09-08T21:00:00,342,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0042,210042,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210043,20260909,CALL-PAY-B-0043,2026-09-09T21:00:00,343,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0043,210043,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210044,20260910,CALL-PAY-B-0044,2026-09-10T21:00:00,344,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0044,210044,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210045,20260907,CALL-PAY-B-0045,2026-09-07T21:00:00,345,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0045,210045,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210046,20260908,CALL-PAY-B-0046,2026-09-08T21:00:00,346,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0046,210046,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210047,20260909,CALL-PAY-B-0047,2026-09-09T21:00:00,347,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0047,210047,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210048,20260910,CALL-PAY-B-0048,2026-09-10T21:00:00,348,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0048,210048,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210049,20260907,CALL-PAY-B-0049,2026-09-07T21:00:00,349,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0049,210049,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210050,20260908,CALL-PAY-B-0050,2026-09-08T21:00:00,350,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0050,210050,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210051,20260909,CALL-PAY-B-0051,2026-09-09T21:00:00,351,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0051,210051,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210052,20260910,CALL-PAY-B-0052,2026-09-10T21:00:00,352,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0052,210052,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210053,20260907,CALL-PAY-B-0053,2026-09-07T21:00:00,353,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0053,210053,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210054,20260908,CALL-PAY-B-0054,2026-09-08T21:00:00,354,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0054,210054,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210055,20260909,CALL-PAY-B-0055,2026-09-09T21:00:00,355,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0055,210055,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210056,20260910,CALL-PAY-B-0056,2026-09-10T21:00:00,356,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0056,210056,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210057,20260907,CALL-PAY-B-0057,2026-09-07T21:00:00,357,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0057,210057,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210058,20260908,CALL-PAY-B-0058,2026-09-08T21:00:00,358,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0058,210058,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210059,20260909,CALL-PAY-B-0059,2026-09-09T21:00:00,359,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0059,210059,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210060,20260910,CALL-PAY-B-0060,2026-09-10T21:00:00,360,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0060,210060,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210061,20260907,CALL-PAY-B-0061,2026-09-07T21:00:00,361,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0061,210061,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210062,20260908,CALL-PAY-B-0062,2026-09-08T21:00:00,362,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0062,210062,2026-09-08T23:00:00,synthetic-seeder
