P_YYYYMMDD,BASE_YYMM,ENTR_NO,ENTR_SVC_SEQNO,CUST_NO,PROD_CD,PROD_NM,BUY_PRC_YN,VAT_INCL_ALL_AMT,SVC_STTS_CD,SVC_STRT_DT,SVC_END_DT,SRVL_YN,EXPY_YN,PROD_ENTR_DAYS,PROD_ENTR_MMCT,ATRC_CHNL_DIVS_NM,EXPY_CHNL_DIVS_NM,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
2026-09-05,202609,ENTR-VAS-BASELINE-0163,ENTR-VAS-BASELINE-0163-1,110163,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0163,ENTR-VAS-BASELINE-0163-2,110163,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0163,ENTR-VAS-BASELINE-0163-3,110163,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0164,ENTR-VAS-BASELINE-0164-1,110164,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0164,ENTR-VAS-BASELINE-0164-2,110164,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0164,ENTR-VAS-BASELINE-0164-3,110164,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0165,ENTR-VAS-BASELINE-0165-1,110165,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0165,ENTR-VAS-BASELINE-0165-2,110165,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0165,ENTR-VAS-BASELINE-0165-3,110165,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0166,ENTR-VAS-BASELINE-0166-1,110166,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0166,ENTR-VAS-BASELINE-0166-2,110166,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0166,ENTR-VAS-BASELINE-0166-3,110166,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0167,ENTR-VAS-BASELINE-0167-1,110167,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0167,ENTR-VAS-BASELINE-0167-2,110167,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0167,ENTR-VAS-BASELINE-0167-3,110167,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0168,ENTR-VAS-BASELINE-0168-1,110168,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0168,ENTR-VAS-BASELINE-0168-2,110168,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0168,ENTR-VAS-BASELINE-0168-3,110168,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0169,ENTR-VAS-BASELINE-0169-1,110169,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0169,ENTR-VAS-BASELINE-0169-2,110169,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0169,ENTR-VAS-BASELINE-0169-3,110169,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0170,ENTR-VAS-BASELINE-0170-1,110170,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0170,ENTR-VAS-BASELINE-0170-2,110170,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0170,ENTR-VAS-BASELINE-0170-3,110170,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0171,ENTR-VAS-BASELINE-0171-1,110171,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0171,ENTR-VAS-BASELINE-0171-2,110171,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0171,ENTR-VAS-BASELINE-0171-3,110171,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0172,ENTR-VAS-BASELINE-0172-1,110172,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0172,ENTR-VAS-BASELINE-0172-2,110172,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0172,ENTR-VAS-BASELINE-0172-3,110172,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0173,ENTR-VAS-BASELINE-0173-1,110173,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0173,ENTR-VAS-BASELINE-0173-2,110173,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0173,ENTR-VAS-BASELINE-0173-3,110173,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0174,ENTR-VAS-BASELINE-0174-1,110174,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0174,ENTR-VAS-BASELINE-0174-2,110174,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0174,ENTR-VAS-BASELINE-0174-3,110174,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0175,ENTR-VAS-BASELINE-0175-1,110175,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0175,ENTR-VAS-BASELINE-0175-2,110175,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0175,ENTR-VAS-BASELINE-0175-3,110175,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0176,ENTR-VAS-BASELINE-0176-1,110176,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0176,ENTR-VAS-BASELINE-0176-2,110176,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0176,ENTR-VAS-BASELINE-0176-3,110176,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0177,ENTR-VAS-BASELINE-0177-1,110177,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0177,ENTR-VAS-BASELINE-0177-2,110177,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0177,ENTR-VAS-BASELINE-0177-3,110177,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0178,ENTR-VAS-BASELINE-0178-1,110178,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0178,ENTR-VAS-BASELINE-0178-2,110178,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0178,ENTR-VAS-BASELINE-0178-3,110178,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0179,ENTR-VAS-BASELINE-0179-1,110179,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0179,ENTR-VAS-BASELINE-0179-2,110179,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0179,ENTR-VAS-BASELINE-0179-3,110179,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0180,ENTR-VAS-BASELINE-0180-1,110180,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0180,ENTR-VAS-BASELINE-0180-2,110180,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0180,ENTR-VAS-BASELINE-0180-3,110180,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0181,ENTR-VAS-BASELINE-0181-1,110181,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0181,ENTR-VAS-BASELINE-0181-2,110181,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0181,ENTR-VAS-BASELINE-0181-3,110181,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0182,ENTR-VAS-BASELINE-0182-1,110182,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0182,ENTR-VAS-BASELINE-0182-2,110182,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0182,ENTR-VAS-BASELINE-0182-3,110182,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0183,ENTR-VAS-BASELINE-0183-1,110183,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0183,ENTR-VAS-BASELINE-0183-2,110183,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0183,ENTR-VAS-BASELINE-0183-3,110183,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0184,ENTR-VAS-BASELINE-0184-1,110184,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0184,ENTR-VAS-BASELINE-0184-2,110184,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0184,ENTR-VAS-BASELINE-0184-3,110184,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0185,ENTR-VAS-BASELINE-0185-1,110185,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0185,ENTR-VAS-BASELINE-0185-2,110185,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0185,ENTR-VAS-BASELINE-0185-3,110185,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0186,ENTR-VAS-BASELINE-0186-1,110186,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0186,ENTR-VAS-BASELINE-0186-2,110186,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0186,ENTR-VAS-BASELINE-0186-3,110186,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0187,ENTR-VAS-BASELINE-0187-1,110187,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0187,ENTR-VAS-BASELINE-0187-2,110187,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0187,ENTR-VAS-BASELINE-0187-3,110187,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0188,ENTR-VAS-BASELINE-0188-1,110188,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0188,ENTR-VAS-BASELINE-0188-2,110188,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0188,ENTR-VAS-BASELINE-0188-3,110188,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0189,ENTR-VAS-BASELINE-0189-1,110189,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0189,ENTR-VAS-BASELINE-0189-2,110189,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0189,ENTR-VAS-BASELINE-0189-3,110189,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0190,ENTR-VAS-BASELINE-0190-1,110190,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0190,ENTR-VAS-BASELINE-0190-2,110190,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0190,ENTR-VAS-BASELINE-0190-3,110190,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0191,ENTR-VAS-BASELINE-0191-1,110191,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0191,ENTR-VAS-BASELINE-0191-2,110191,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0191,ENTR-VAS-BASELINE-0191-3,110191,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0192,ENTR-VAS-BASELINE-0192-1,110192,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0192,ENTR-VAS-BASELINE-0192-2,110192,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-06,202609,ENTR-VAS-BASELINE-0192,ENTR-VAS-BASELINE-0192-3,110192,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1132,37,디지털,,2026-09-06T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0193,ENTR-VAS-BASELINE-0193-1,110193,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0193,ENTR-VAS-BASELINE-0193-2,110193,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-07,202609,ENTR-VAS-BASELINE-0193,ENTR-VAS-BASELINE-0193-3,110193,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1133,37,디지털,,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0194,ENTR-VAS-BASELINE-0194-1,110194,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0194,ENTR-VAS-BASELINE-0194-2,110194,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-08,202609,ENTR-VAS-BASELINE-0194,ENTR-VAS-BASELINE-0194-3,110194,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1134,37,디지털,,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0195,ENTR-VAS-BASELINE-0195-1,110195,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0195,ENTR-VAS-BASELINE-0195-2,110195,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-09,202609,ENTR-VAS-BASELINE-0195,ENTR-VAS-BASELINE-0195-3,110195,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1135,37,디지털,,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0196,ENTR-VAS-BASELINE-0196-1,110196,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0196,ENTR-VAS-BASELINE-0196-2,110196,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-10,202609,ENTR-VAS-BASELINE-0196,ENTR-VAS-BASELINE-0196-3,110196,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1136,37,디지털,,2026-09-10T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0197,ENTR-VAS-BASELINE-0197-1,110197,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0197,ENTR-VAS-BASELINE-0197-2,110197,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-04,202609,ENTR-VAS-BASELINE-0197,ENTR-VAS-BASELINE-0197-3,110197,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1130,37,디지털,,2026-09-04T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0198,ENTR-VAS-BASELINE-0198-1,110198,VAS-SAFE-01,스팸 차단,Y,3300,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0198,ENTR-VAS-BASELINE-0198-2,110198,VAS-MEDIA-02,미디어팩,Y,7700,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
2026-09-05,202609,ENTR-VAS-BASELINE-0198,ENTR-VAS-BASELINE-0198-3,110198,VAS-RING-03,통화연결음,Y,1100,A,2023-08-01,9999-12-31,Y,N,1131,37,디지털,,2026-09-05T23:00:00,synthetic-seeder
